證券代號,交易日,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
6251,2021-12-01,13795858,6167,309641363,22.15,22.8,22.1,22.4,0.45,22.35,69,22.4,11,19.48
6257,2021-12-01,2054411,1269,122844526,59.0,60.3,58.9,60.1,0.8,60.1,2,60.2,22,10.47
6269,2021-12-01,3610684,2546,375841131,102.5,105.0,102.0,104.5,1.5,104.5,192,105.0,317,12.09
6271,2021-12-01,15590491,13741,4519711395,294.0,297.0,282.0,297.0,9.5,297.0,29,297.5,23,21.03
6277,2021-12-01,161459,150,13140083,80.5,82.0,80.5,81.9,1.4,81.7,3,82.0,3,17.21
6278,2021-12-01,2480510,1700,290592103,117.5,119.5,115.0,118.5,1.0,118.5,16,119.0,101,11.04
6281,2021-12-01,74350,78,6123723,82.5,82.7,82.1,82.6,0.0,82.5,3,82.7,2,14.7
6282,2021-12-01,30152314,15640,990617680,33.5,33.55,32.25,33.25,1.75,33.2,214,33.25,35,44.33
6283,2021-12-01,1208867,841,57170696,48.35,48.45,47.0,47.4,0.95,47.35,3,47.4,31,0.0
6285,2021-12-01,1557553,1154,114954268,74.1,74.4,73.1,74.2,0.1,74.1,15,74.2,11,23.78
6288,2021-12-01,528088,299,13415701,25.25,25.9,25.0,25.8,0.3,25.8,11,25.85,5,117.27
6289,2021-12-01,31414,16,76555,2.4,2.47,2.4,2.42,0.02,2.42,2,2.43,6,0.0
6405,2021-12-01,27035,26,775743,28.7,28.9,28.35,28.85,0.05,28.85,2,28.9,2,41.81
6409,2021-12-01,627924,908,967625370,1585.0,1590.0,1510.0,1540.0,45.0,1535.0,10,1540.0,1,61.67
6412,2021-12-01,244045,212,18112094,73.7,75.3,73.5,75.0,0.4,74.7,8,75.0,2,11.14
6414,2021-12-01,4386396,6049,1069316587,243.0,249.0,240.0,241.5,2.5,241.5,41,242.0,3,19.18
6415,2021-12-01,280403,494,1295722425,4725.0,4725.0,4535.0,4655.0,35.0,4650.0,3,4655.0,1,80.41
6416,2021-12-01,188764,171,19090324,102.0,102.0,99.8,101.5,1.0,101.5,1,102.0,17,31.04
6426,2021-12-01,105200,77,7688537,73.1,74.0,72.3,73.0,0.7,73.0,6,73.3,2,162.22
6431,2021-12-01,8001,7,231528,28.9,29.3,28.75,29.0,0.1,28.85,1,29.0,1,51.79
6438,2021-12-01,1032548,1046,117909083,112.5,116.0,112.0,115.0,2.0,114.5,29,115.0,49,13.08
6442,2021-12-01,85000,35,2918350,34.8,34.8,34.05,34.8,0.1,34.7,2,34.75,2,41.93
6443,2021-12-01,23361943,11375,816174777,34.6,35.75,34.2,35.4,0.7,35.4,117,35.45,141,0.0
6449,2021-12-01,94204,84,5332444,55.9,57.2,55.7,56.5,0.6,56.4,5,56.7,2,17.07
6451,2021-12-01,548970,453,53438285,94.6,100.5,94.5,99.2,3.6,99.2,36,99.3,8,15.24
6456,2021-12-01,2560078,1930,264746895,100.0,105.0,100.0,104.5,4.9,104.0,136,104.5,38,8.04
6464,2021-12-01,10055,13,970730,97.0,97.0,96.2,96.2,0.0,96.2,1,96.8,7,12.25
6477,2021-12-01,768036,557,32320268,41.55,42.65,41.3,42.3,0.5,42.25,8,42.3,4,35.85
6491,2021-12-01,893851,1237,393017688,451.0,451.0,436.0,437.0,16.0,437.0,12,437.5,1,26.31
6504,2021-12-01,344061,759,41548663,120.5,124.0,118.0,118.0,0.0,118.0,17,118.5,2,14.66
6505,2021-12-01,2478712,2121,239491814,95.2,97.5,95.2,96.8,1.4,96.7,60,96.8,29,17.73
6515,2021-12-01,1119941,1190,456211635,398.5,414.0,392.0,410.5,16.0,410.0,4,410.5,5,37.73
6525,2021-12-01,297475,268,27794809,92.6,94.4,92.5,94.1,0.5,94.0,1,94.1,2,14.54
6531,2021-12-01,3547444,3374,1818479204,507.0,521.0,500.0,520.0,13.0,519.0,4,520.0,7,37.44
6533,2021-12-01,2909636,2913,1660097571,550.0,589.0,538.0,582.0,29.0,581.0,1,582.0,9,117.1
6541,2021-12-01,523760,343,27519778,52.4,53.6,52.1,52.3,0.0,52.2,21,52.5,12,0.0
6552,2021-12-01,162476,148,8853306,54.0,55.2,53.3,54.8,0.8,54.4,1,54.8,1,15.35
6558,2021-12-01,74000,64,2363850,32.0,32.35,31.8,32.3,0.3,31.9,2,32.1,2,48.94
6573,2021-12-01,489386,314,11191361,23.35,23.35,22.65,22.95,0.55,22.9,17,23.0,16,0.0
6579,2021-12-01,11000,9,699600,63.3,63.9,63.3,63.9,0.7,63.2,3,64.0,1,35.9
6581,2021-12-01,43005,33,3455200,79.8,80.6,79.8,80.5,0.7,80.4,2,80.5,10,16.46
6582,2021-12-01,306926,762,56342161,181.0,186.5,181.0,182.0,1.0,182.0,3,183.0,7,4.78
6591,2021-12-01,67057,69,3646144,53.5,54.9,53.5,54.6,0.9,54.5,3,54.7,2,7.41
6592,2021-12-01,317264,530,28752799,90.3,91.3,89.6,91.0,0.7,91.0,5,91.1,4,15.88
6598,2021-12-01,856914,618,31424731,36.35,37.6,35.8,36.6,1.35,36.6,2,36.65,2,0.0
6605,2021-12-01,509685,337,30005500,57.8,59.5,57.8,58.9,1.2,58.8,10,58.9,8,9.47
6625,2021-12-01,129692,117,4008177,31.0,31.55,30.6,31.05,0.55,31.0,1,31.05,2,0.0
6641,2021-12-01,26149,22,1545496,59.0,59.3,58.9,59.2,0.1,59.1,4,59.3,4,9.37
6655,2021-12-01,45211,33,3646156,81.2,81.2,80.5,80.6,0.9,80.8,2,80.9,1,12.21
6666,2021-12-01,6000,6,407500,65.7,68.4,65.7,68.3,0.4,68.0,2,68.3,2,29.44
6668,2021-12-01,333254,217,17931784,53.5,54.3,53.1,54.0,0.2,54.0,1,54.2,4,0.0
6669,2021-12-01,584783,719,596007900,1030.0,1030.0,1005.0,1020.0,30.0,1020.0,1,1025.0,8,20.34
6670,2021-12-01,140915,342,28309469,201.5,203.0,198.5,201.0,1.0,200.5,1,202.0,2,11.65
6671,2021-12-01,13000,9,621900,47.5,48.4,47.25,48.4,0.25,48.0,2,48.4,3,12.94
6672,2021-12-01,670388,758,88919017,133.0,134.0,131.5,132.5,2.0,132.5,28,133.0,9,12.11
6674,2021-12-01,22000,20,657550,30.25,30.25,29.6,30.1,0.15,29.65,2,30.2,2,44.26
6698,2021-12-01,41152,30,1607965,38.9,39.8,38.8,39.05,0.3,39.0,13,39.15,1,73.68
6706,2021-12-01,943225,869,196788564,208.0,211.0,206.0,209.0,0.5,209.0,14,209.5,11,18.17
6715,2021-12-01,1000,1,113000,113.0,113.0,113.0,113.0,0.0,112.0,5,113.0,3,32.19
6743,2021-12-01,468603,436,36362031,75.9,79.8,74.0,76.9,1.3,76.9,1,77.0,1,98.59
6754,2021-12-01,40101,38,1661813,41.45,41.6,41.2,41.5,0.1,41.45,1,41.5,7,15.66
6756,2021-12-01,2300915,2377,1249997973,550.0,554.0,536.0,545.0,9.0,545.0,11,546.0,14,51.32
6768,2021-12-01,155022,111,10257952,66.3,66.7,65.5,66.4,0.9,66.4,1,66.5,1,31.77
6776,2021-12-01,122025,94,5230732,42.05,43.35,42.0,43.0,0.1,42.9,1,43.1,16,12.68
6781,2021-12-01,514287,725,797457875,1580.0,1580.0,1515.0,1545.0,65.0,1540.0,5,1550.0,1,146.03
6790,2021-12-01,184869,153,9072983,49.1,49.4,48.65,49.2,0.1,49.2,1,49.35,20,8.63
6806,2021-12-01,657292,659,60917395,94.5,94.5,91.6,92.0,3.4,92.0,3,92.1,2,22.77
8011,2021-12-01,2209182,1065,42889586,19.2,19.85,18.85,19.8,0.2,19.75,6,19.8,31,0.0
8016,2021-12-01,7228891,9388,2097963881,283.0,296.0,282.5,292.5,12.0,292.0,8,292.5,6,7.43
8021,2021-12-01,3634362,2625,153687959,42.0,42.7,41.8,42.35,0.6,42.35,13,42.4,12,13.44
8028,2021-12-01,612026,602,30786409,50.0,51.0,49.4,50.7,0.85,50.7,11,50.8,2,44.09
8033,2021-12-01,3476856,1545,66574864,19.0,19.5,18.7,18.9,0.1,18.9,7,18.95,19,70.0
8039,2021-12-01,355432,330,16756458,47.4,47.4,47.0,47.2,0.25,47.15,6,47.2,3,11.95
8046,2021-12-01,6343967,8128,3886619446,628.0,628.0,607.0,608.0,18.0,608.0,14,609.0,8,47.06
8070,2021-12-01,696488,551,23773882,34.2,34.3,33.85,34.25,0.05,34.2,5,34.3,30,15.86
8072,2021-12-01,20366,52,484261,23.8,23.85,23.7,23.85,0.1,23.8,1,23.95,2,95.4
8081,2021-12-01,1567793,3947,399002135,258.5,259.0,251.0,254.5,9.5,254.5,5,255.5,6,11.63
8101,2021-12-01,22529,13,53705,2.37,2.4,2.37,2.4,0.01,2.39,6,2.4,11,0.0
8103,2021-12-01,1222665,1146,59337481,48.7,49.3,47.8,49.15,0.1,49.15,2,49.2,3,12.7
8104,2021-12-01,1469495,1311,75983662,51.3,52.7,50.6,51.2,1.35,51.2,10,51.3,3,15.71
8105,2021-12-01,1185249,483,14661554,12.15,12.6,12.1,12.55,0.4,12.55,3,12.6,50,0.0
8110,2021-12-01,3737115,1639,68718030,18.1,18.7,17.9,18.65,0.35,18.6,42,18.65,60,77.71
8112,2021-12-01,2299859,1662,103027201,44.8,45.0,44.6,44.95,0.05,44.9,10,44.95,173,7.09
8114,2021-12-01,296526,258,32288492,108.0,111.0,106.5,108.5,0.5,108.5,11,109.0,2,24.77
8131,2021-12-01,126359,100,4911849,38.55,39.1,38.5,39.0,0.45,39.0,5,39.05,5,11.89
8150,2021-12-01,4520092,2805,207154715,45.6,46.25,45.15,46.1,0.05,46.05,33,46.1,45,7.75
8163,2021-12-01,3159936,2001,148332940,46.2,47.35,46.05,47.15,0.65,47.1,23,47.15,17,12.12
8201,2021-12-01,1966217,775,33607900,16.8,17.35,16.8,17.05,0.2,17.05,26,17.1,3,8.16
8210,2021-12-01,119212,104,8947700,75.0,75.7,74.4,75.5,0.5,75.5,2,75.6,1,10.53
8213,2021-12-01,565367,403,26433671,46.5,47.15,46.4,47.05,0.65,47.0,10,47.05,10,7.78
8215,2021-12-01,12129425,6789,473194541,38.95,39.55,38.55,38.95,0.15,38.95,61,39.0,42,14.22
8222,2021-12-01,57291,96,843009,14.75,15.0,14.55,14.85,0.05,14.8,4,14.85,1,0.0
8249,2021-12-01,47042,52,1203932,25.75,25.75,25.5,25.7,0.1,25.6,1,25.7,3,14.36
8261,2021-12-01,3418670,2701,367937676,106.0,110.0,104.5,109.5,2.0,109.0,72,109.5,17,17.14
8271,2021-12-01,493798,354,22409296,44.8,45.8,44.6,45.8,1.0,45.75,8,45.8,5,10.13
8341,2021-12-01,97898,498,19490265,198.5,200.0,198.5,199.0,0.0,198.5,22,199.0,1,23.14
8367,2021-12-01,256279,219,13822143,54.0,54.6,53.1,54.3,0.3,54.2,2,54.4,4,7.55
8374,2021-12-01,34000,22,1028750,30.2,30.45,30.15,30.3,0.2,30.25,2,30.35,1,22.78
8404,2021-12-01,994576,653,34086843,33.75,35.0,33.15,34.05,0.3,34.05,2,34.25,2,8.78
8411,2021-12-01,88600,71,1435574,16.0,16.3,16.0,16.25,0.05,16.2,2,16.25,3,27.08
8422,2021-12-01,645175,1964,156416472,245.0,245.0,240.5,241.5,4.0,241.5,6,242.0,4,21.18
8427,2021-12-01,36300,25,2660890,73.0,73.7,73.0,73.6,0.2,73.5,10,73.6,1,0.0
8429,2021-12-01,247090,207,3123208,12.6,12.75,12.5,12.7,0.15,12.65,15,12.7,6,0.0
8442,2021-12-01,5000,4,214650,42.95,42.95,42.9,42.9,0.45,42.65,1,42.85,3,0.0
8443,2021-12-01,120631,130,1450330,12.1,12.1,11.9,12.05,0.0,11.95,10,12.05,9,0.0
8454,2021-12-01,621476,1881,1048004885,1750.0,1765.0,1665.0,1670.0,110.0,1670.0,5,1675.0,4,102.2
8462,2021-12-01,120126,197,16494395,136.0,139.0,134.5,137.5,1.5,137.5,1,138.5,4,0.0
8463,2021-12-01,46000,29,1417850,31.0,31.0,30.3,30.8,0.05,30.4,2,30.6,2,0.0
8464,2021-12-01,500769,512,190242662,380.5,384.5,375.0,379.0,1.0,379.0,6,380.0,16,21.45
8466,2021-12-01,33068,25,1692806,50.7,51.9,50.7,51.9,0.0,50.9,2,51.9,2,37.61
8467,2021-12-01,17000,9,689500,40.0,41.0,40.0,40.4,0.3,40.05,1,40.45,1,28.06
8473,2021-12-01,93915,67,3148503,33.55,33.65,33.45,33.5,0.05,33.4,7,33.55,1,43.51
8478,2021-12-01,676662,510,74149863,106.0,112.5,106.0,108.5,2.0,108.5,4,109.5,2,12.63
8480,2021-12-01,5000,5,522500,104.5,104.5,104.5,104.5,0.0,104.0,2,104.5,3,13.28
8481,2021-12-01,3015,4,215972,71.7,71.7,71.5,71.7,0.2,71.5,1,71.8,1,10.36
8482,2021-12-01,38004,31,2758590,73.5,73.5,71.5,73.3,1.0,73.3,4,73.5,1,10.1
8488,2021-12-01,5000,4,77450,15.45,15.55,15.45,15.55,0.0,15.5,10,15.55,4,11.96
8499,2021-12-01,39300,48,4803245,123.0,123.5,121.0,123.0,0.5,122.5,4,123.5,1,9.84
8926,2021-12-01,434639,390,16423771,37.85,38.0,37.65,37.9,0.3,37.85,6,37.9,8,26.32
8940,2021-12-01,23923,51,311178,12.9,13.25,12.9,13.25,0.3,13.1,1,13.2,1,0.0
8996,2021-12-01,605552,575,36149409,59.5,60.2,58.5,59.8,0.2,59.7,1,59.8,3,40.13
9103,2021-12-01,24093388,9160,402142768,16.6,17.35,16.2,16.3,0.4,16.3,14,16.4,10,0.0
910322,2021-12-01,4000,3,108300,27.1,27.2,27.0,27.0,0.05,26.65,4,29.4,4,0.0
9105,2021-12-01,3261822,717,13751459,4.31,4.31,4.18,4.29,0.11,4.28,15,4.29,25,0.0
910861,2021-12-01,150000,26,1096200,7.28,7.35,7.21,7.28,0.05,7.22,4,7.31,1,0.0
9110,2021-12-01,62010,22,181968,2.93,2.95,2.93,2.94,0.01,2.93,13,2.97,1,0.0
911608,2021-12-01,67000,26,244270,3.61,3.71,3.61,3.7,0.01,3.63,35,3.7,6,0.0
911622,2021-12-01,141000,47,847420,6.0,6.04,5.98,6.0,0.0,6.0,2,6.03,14,0.0
911868,2021-12-01,427000,79,548930,1.32,1.32,1.27,1.28,0.04,1.28,194,1.29,13,0.0
912000,2021-12-01,461000,91,1272560,2.75,2.78,2.75,2.77,0.02,2.76,20,2.77,3,0.0
912398,2021-12-01,4419837,520,22710753,5.1,5.16,5.1,5.15,0.15,5.15,83,5.16,53,0.0
9136,2021-12-01,251006,101,1480504,5.94,5.94,5.85,5.93,0.01,5.92,3,5.93,2,0.0
9188,2021-12-01,31010,14,91618,2.96,2.98,2.94,2.96,0.0,2.96,9,2.97,8,0.0
9802,2021-12-01,1110349,927,107193602,98.6,99.0,95.8,96.5,1.9,96.5,35,96.6,21,18.21
9902,2021-12-01,68220,51,888969,12.9,13.15,12.9,13.15,0.15,13.1,2,13.15,2,11.34
9904,2021-12-01,5723723,3114,185921247,32.3,32.7,32.3,32.5,0.45,32.5,24,32.55,1,7.16
9905,2021-12-01,91182,76,2387440,25.95,26.3,25.95,26.3,0.15,26.3,2,26.35,27,13.56
9906,2021-12-01,117235,75,6389660,54.5,55.0,53.8,55.0,0.5,54.9,1,55.0,2,27.09
9907,2021-12-01,963582,429,12579557,12.95,13.15,12.9,13.1,0.1,13.05,24,13.1,83,14.56
9908,2021-12-01,72906,74,2423997,33.2,33.4,33.2,33.4,0.15,33.35,2,33.4,26,20.88
9910,2021-12-01,504261,837,102139796,201.0,205.5,200.5,202.5,1.0,202.5,32,203.5,10,43.18
9911,2021-12-01,103613,129,7020668,67.7,68.0,67.5,67.7,0.2,67.7,19,68.0,4,13.87
9912,2021-12-01,10284,31,90979,8.82,8.88,8.82,8.88,0.05,8.84,1,8.88,2,0.0
9914,2021-12-01,843604,1674,249901971,296.0,300.0,294.0,299.5,0.5,297.0,2,299.5,11,20.64
9917,2021-12-01,104769,206,10838251,103.0,104.0,102.5,103.5,1.0,103.0,44,103.5,2,17.94
9918,2021-12-01,10707,26,460329,43.0,43.0,43.0,43.0,0.2,42.8,2,43.1,4,22.87
9919,2021-12-01,9202132,4865,238130529,26.05,26.95,25.05,25.35,0.5,25.3,126,25.35,10,16.79
9921,2021-12-01,377071,1023,116929278,307.0,313.0,307.0,309.5,2.0,309.5,32,310.5,4,18.88
9924,2021-12-01,59252,53,2420105,40.9,40.95,40.6,40.95,0.05,40.85,8,40.95,1,11.41
9925,2021-12-01,160443,123,6325430,39.3,39.55,39.2,39.55,0.2,39.45,2,39.55,26,16.08
9926,2021-12-01,21011,14,1025739,48.6,49.0,48.6,48.9,0.0,48.65,3,49.0,1,20.38
9928,2021-12-01,351,4,2096,,,,,0.0,6.01,5,6.18,4,0.0
9929,2021-12-01,5013,8,47411,9.49,9.5,9.4,9.4,0.0,9.34,1,9.47,1,0.0
9930,2021-12-01,92690,80,4120919,44.4,44.9,44.2,44.6,0.15,44.55,1,44.75,1,15.27
9931,2021-12-01,7001,8,277289,39.5,39.75,39.5,39.75,0.0,39.45,1,39.9,1,21.72
9933,2021-12-01,925760,715,33253875,35.75,36.1,35.6,36.05,0.3,36.0,14,36.05,18,21.33
9934,2021-12-01,575001,174,8572514,14.7,15.05,14.6,14.9,0.05,14.85,9,14.9,47,17.74
9935,2021-12-01,170213,58,3394764,19.95,20.0,19.9,19.9,0.1,19.85,38,19.9,1,20.1
9937,2021-12-01,29423,46,1436291,48.4,49.1,48.4,48.8,0.25,48.8,1,49.0,2,18.48
9938,2021-12-01,1168332,936,90357441,77.8,78.0,76.8,77.6,0.2,77.6,4,77.7,1,11.41
9939,2021-12-01,238312,245,16085348,67.1,67.8,67.1,67.7,0.7,67.7,2,67.8,8,10.21
9940,2021-12-01,289168,173,9523603,32.55,33.15,32.55,33.05,0.55,33.0,6,33.05,1,10.63
9941,2021-12-01,328452,365,56114148,169.0,172.0,169.0,172.0,3.0,171.5,6,172.0,10,18.22
9941A,2021-12-01,2357,4,120483,51.2,51.2,51.1,51.1,0.1,51.0,7,51.2,29,0.0
9942,2021-12-01,38805,46,3362457,87.0,87.1,86.3,86.9,0.1,86.9,1,87.1,2,13.31
9943,2021-12-01,135713,156,8181901,60.5,60.5,60.0,60.4,0.3,60.3,15,60.4,3,241.6
9944,2021-12-01,312804,110,7274200,23.2,23.35,23.15,23.3,0.1,23.3,14,23.35,17,70.61
9945,2021-12-01,4698927,2903,303320221,64.2,65.2,63.4,64.8,0.6,64.8,10,64.9,67,9.14
9946,2021-12-01,72035,52,1095058,15.05,15.25,15.05,15.25,0.05,15.2,2,15.25,5,36.31
9955,2021-12-01,46290,72,787686,16.8,17.1,16.75,17.05,0.3,17.05,16,17.1,11,0.0
9958,2021-12-01,658585,524,73465391,112.0,112.0,110.5,112.0,0.0,111.5,40,112.0,56,18.57
